bolts,none,normal-chops,none,none,nb,-1,1,9,4,26,0.68,0.87,0.74,0.8,0.8,0.77
bolts,none,normal-chops,none,none,nb,0,5,35,0,0,0.13,0,0,0,0,0
bolts,none,normal-chops,none,none,nb,1,5,34,0,1,0.15,1,0.03,0,0.06,0
bolts,none,normal-chops,none,none,nb,2,4,27,1,8,0.3,0.89,0.23,0.2,0.36,0.21
bolts,none,normal-chops,none,none,nb,3,5,35,0,0,0.13,0,0,0,0,0
fruitfly,none,normal-chops,none,none,oner,-3,86,35,4,0,0.69,0,0,0.04,0,0
fruitfly,none,normal-chops,none,none,oner,-2,77,34,13,1,0.62,0.07,0.03,0.14,0.04,0.05
fruitfly,none,normal-chops,none,none,oner,-1,68,14,22,21,0.71,0.49,0.6,0.24,0.54,0.35
fruitfly,none,normal-chops,none,none,oner,0,90,35,0,0,0.72,0,0,0,0,0
fruitfly,none,normal-chops,none,none,oner,1,59,22,31,13,0.58,0.3,0.37,0.34,0.33,0.36
fruitfly,none,normal-chops,none,none,oner,2,73,35,17,0,0.58,0,0,0.19,0,0
fruitfly,none,normal-chops,none,none,oner,3,87,35,3,0,0.7,0,0,0.03,0,0
detroit,none,normal-chops,none,none,oner,-3,10,3,0,0,0.77,0,0,0,0,0
detroit,none,normal-chops,none,none,oner,-2,7,3,3,0,0.54,0,0,0.3,0,0
detroit,none,normal-chops,none,none,oner,-1,7,3,3,0,0.54,0,0,0.3,0,0
detroit,none,normal-chops,none,none,oner,0,10,3,0,0,0.77,0,0,0,0,0
detroit,none,normal-chops,none,none,oner,1,7,0,3,3,0.77,0.5,1,0.3,0.67,0.46
detroit,none,normal-chops,none,none,oner,2,9,3,1,0,0.69,0,0,0.1,0,0
detroit,none,normal-chops,none,none,oner,3,10,3,0,0,0.77,0,0,0,0,0
detroit,none,n-bins6,none,none,2b,0,5,7,1,0,0.38,0,0,0.17,0,0
detroit,none,n-bins6,none,none,2b,1,6,7,0,0,0.46,0,0,0,0,0
detroit,none,n-bins6,none,none,2b,2,1,1,5,6,0.54,0.55,0.86,0.83,0.67,0.85
detroit,none,n-bins6,none,none,2b,3,6,6,0,1,0.54,1,0.14,0,0.25,0
detroit,none,n-bins6,none,none,2b,4,6,7,0,0,0.46,0,0,0,0,0
detroit,none,n-bins6,none,none,2b,5,6,7,0,0,0.46,0,0,0,0,0
detroit,none,n-bins6,none,none,2b,6,6,7,0,0,0.46,0,0,0,0,0
autos,bore,normal-chops,none,nomograms,nb,-3,9,196,0,0,0.04,0,0,0,0,0
autos,bore,normal-chops,none,nomograms,nb,-2,9,193,0,3,0.06,1,0.02,0,0.03,0
autos,bore,normal-chops,none,nomograms,nb,-1,7,174,2,22,0.14,0.92,0.11,0.22,0.2,0.15
autos,bore,normal-chops,none,nomograms,nb,0,8,132,1,64,0.35,0.98,0.33,0.11,0.49,0.17
autos,bore,normal-chops,none,nomograms,nb,1,4,145,5,51,0.27,0.91,0.26,0.56,0.4,0.35
autos,bore,normal-chops,none,nomograms,nb,2,9,167,0,29,0.19,1,0.15,0,0.26,0
autos,bore,normal-chops,none,nomograms,nb,3,8,169,1,27,0.17,0.96,0.14,0.11,0.24,0.12
autos,none,normal-chops,none,nomograms,nb,-3,9,196,0,0,0.04,0,0,0,0,0
autos,none,normal-chops,none,nomograms,nb,-2,9,193,0,3,0.06,1,0.02,0,0.03,0
autos,none,normal-chops,none,nomograms,nb,-1,7,174,2,22,0.14,0.92,0.11,0.22,0.2,0.15
autos,none,normal-chops,none,nomograms,nb,0,8,132,1,64,0.35,0.98,0.33,0.11,0.49,0.17
autos,none,normal-chops,none,nomograms,nb,1,4,145,5,51,0.27,0.91,0.26,0.56,0.4,0.35
autos,none,normal-chops,none,nomograms,nb,2,9,167,0,29,0.19,1,0.15,0,0.26,0
autos,none,normal-chops,none,nomograms,nb,3,8,169,1,27,0.17,0.96,0.14,0.11,0.24,0.12
autos,normalize,n-chops8,none,nomograms,twob,-3,132,73,0,0,0.64,0,0,0,0,0
autos,normalize,n-chops8,none,nomograms,twob,-2,132,73,0,0,0.64,0,0,0,0,0
autos,normalize,n-chops8,none,nomograms,twob,-1,132,73,0,0,0.64,0,0,0,0,0
autos,normalize,n-chops8,none,nomograms,twob,0,104,49,28,24,0.62,0.46,0.33,0.21,0.38,0.26
autos,normalize,n-chops8,none,nomograms,twob,1,28,24,104,49,0.38,0.32,0.67,0.79,0.43,0.72
autos,normalize,n-chops8,none,nomograms,twob,2,132,73,0,0,0.64,0,0,0,0,0
autos,normalize,n-chops8,none,nomograms,twob,3,132,73,0,0,0.64,0,0,0,0,0
autos,normalize,normal-chops,none,nomograms,twob,-3,139,66,0,0,0.68,0,0,0,0,0
autos,normalize,normal-chops,none,nomograms,twob,-2,139,66,0,0,0.68,0,0,0,0,0
autos,normalize,normal-chops,none,nomograms,twob,-1,139,66,0,0,0.68,0,0,0,0,0
autos,normalize,normal-chops,none,nomograms,twob,0,2,1,137,65,0.33,0.32,0.98,0.99,0.49,0.99
autos,normalize,normal-chops,none,nomograms,twob,1,137,65,2,1,0.67,0.33,0.02,0.01,0.03,0.01
autos,normalize,normal-chops,none,nomograms,twob,2,139,66,0,0,0.68,0,0,0,0,0
autos,normalize,normal-chops,none,nomograms,twob,3,139,66,0,0,0.68,0,0,0,0,0
autos,none,normal-chops,none,none,twob,-3,109,96,0,0,0.53,0,0,0,0,0
autos,none,normal-chops,none,none,twob,-2,109,96,0,0,0.53,0,0,0,0,0
autos,none,normal-chops,none,none,twob,-1,106,89,3,7,0.55,0.7,0.07,0.03,0.13,0.04
autos,none,normal-chops,none,none,twob,0,81,62,28,34,0.56,0.55,0.35,0.26,0.43,0.3
